,Unnamed: 0,category,event_ticker,mutually_exclusive,series_ticker,strike_date,strike_period,sub_title,title,discriminator,volume
1088,2,Financials,GBP-22AUG09,False,GBP,,,"On August 09, 2022","What will the GBP/USD exchange rate be on August 09, 2022?",,3141.0
1089,5,Economics,CPIYOY-23JUN,False,CPIYOY,,,June 2023,What will the rate of CPI inflation be for the twelve months ending Jun 2023?,,3139.0
1090,93,Financials,USDJPY-23MAR0710,True,USDJPY,2023-03-07T15:00:00Z,,"Mar 7, 2023 at 10am EST","What will the USD/JPY exchange rate be on Mar 7, 2023 at 10am EST?",,3134.0
1091,70,Economics,GAS-21DEC27,False,GAS,,,"On Dec 27, 2022",Will average **gas prices** be higher this week than last week?,,3133.0
1092,125,Financials,WTI-22OCT13,True,WTI,,,"On Oct 13, 2022","What will the West Texas Intermediate oil front-month settle price be for Oct 13, 2022?",,3107.0
1093,19,Financials,EURUSDH-23APR2515,False,EURUSDH,2023-04-25T19:00:00Z,,"Apr 25, 2023 at 3pm EDT","What will the Euro/USD exchange rate be on Apr 25, 2023 at 3pm EDT?",,3083.0
1094,290,Financials,EURUSD-22SEP2110,True,EURUSD,,,"10 AM EDT on September 21, 2022","What will the Euro/USD exchange rate be on September 21, 2022 at 10 AM?",,3075.0
1095,57,Financials,USDJPY-23APR0610,True,USDJPY,2023-04-06T14:00:00Z,,"Apr 6, 2023 at 10am EDT","What will the USD/JPY exchange rate be on Apr 6, 2023 at 10am EDT?",,3063.0
1096,268,Financials,USDJPY-22OCT1310,True,USDJPY,,,"Oct 13, 2022 at 10am EDT","What will the Yen/USD exchange rate be on Oct 13, 2022 at 10am EDT?",,2999.0
1097,6,Financials,USDJPY-23MAY1618,True,USDJPY,2023-05-16T22:00:00Z,,"May 16, 2023 at 6pm EDT","What will the USD/JPY exchange rate be on May 16, 2023 at 6pm EDT?",,2973.0
1098,218,Financials,EURUSD-22NOV2510,True,EURUSD,,,"Nov 25, 2022 at 10am EST","What will the Euro/USD exchange rate be on Nov 25, 2022 at 10am EST?",,2964.0
1099,253,Financials,EURUSD-22OCT2610,True,EURUSD,,,"Oct 26, 2022 at 10am EDT","What will the Euro/USD exchange rate be on Oct 26, 2022 at 10am EDT?",,2940.0
1100,0,Financials,NASDAQ100M-22AUG31,True,NASDAQ100M,,,"On August 31, 2022","What will the value of the Nasdaq-100 be at the end of August 31, 2022",,2919.0
1101,228,Financials,EURUSD-22NOV1610,True,EURUSD,,,"Nov 16, 2022 at 10am EST","What will the Euro/USD exchange rate be on Nov 16, 2022 at 10am EST?",,2910.0
1102,188,Financials,USDJPY-22DEC2118,True,USDJPY,,,"Dec 21, 2022 at 6pm EST","What will the Yen/USD exchange rate be on Dec 21, 2022 at 6pm EST?",,2908.0
1103,78,Economics,GAS-21NOV01,False,GAS,,,"On Nov 1, 2022",Will average gas prices be higher this week than last week?,,2864.0
1104,98,Financials,EURUSD-23MAR0118,True,EURUSD,2023-03-01T23:00:00Z,,"Mar 1, 2023 at 6pm EST","What will the Euro/USD exchange rate be on Mar 1, 2023 at 6pm EST?",,2855.0
1105,112,Financials,EURUSD-23FEB2010,True,EURUSD,2023-02-20T15:00:00Z,,"Feb 20, 2023 at 10am EST","What will the Euro/USD exchange rate be on Feb 20, 2023 at 10am EST?",,2855.0
1106,135,Financials,USDJPY-23FEB0118,True,USDJPY,2023-02-01T23:00:00Z,,"Feb 1, 2023 at 6pm EST","What will the Yen/USD exchange rate be on Feb 1, 2023 at 6pm EST?",,2848.0
1107,292,Financials,USDJPY-22SEP2110,True,USDJPY,,,"10 AM EDT on September 21, 2022","What will the Yen/USD exchange rate be on September 21, 2022 at 10 AM?",,2848.0
1108,264,Financials,USDJPY-22OCT1810,True,USDJPY,,,"Oct 18, 2022 at 10am EDT","What will the Yen/USD exchange rate be on Oct 18, 2022 at 10am EDT?",,2840.0
1109,152,Financials,USDJPY-23JAN1910,True,USDJPY,2023-01-19T15:00:00Z,,"Jan 19, 2023 at 10am EST","What will the Yen/USD exchange rate be on Jan 19, 2023 at 10am EST?",,2822.0
1110,268,Financials,EURUSD-22OCT1210,True,EURUSD,,,"Oct 12, 2022 at 10am EDT","What will the Euro/USD exchange rate be on Oct 12, 2022 at 10am EDT?",,2811.0
1111,205,Financials,USDJPY-22DEC0810,True,USDJPY,,,"Dec 8, 2022 at 10am EST","What will the Yen/USD exchange rate be on Dec 8, 2022 at 10am EST?",,2804.0
1112,207,Financials,EURUSD-22DEC0610,True,EURUSD,,,"Dec 6, 2022 at 10am EST","What will the Euro/USD exchange rate be on Dec 6, 2022 at 10am EST?",,2796.0
1113,246,Financials,EURUSD-22NOV0110,True,EURUSD,,,"Nov 1, 2022 at 10am EDT","What will the Euro/USD exchange rate be on Nov 1, 2022 at 10am EDT?",,2793.0
1114,266,Financials,EURUSD-22OCT1310,True,EURUSD,,,"Oct 13, 2022 at 10am EDT","What will the Euro/USD exchange rate be on Oct 13, 2022 at 10am EDT?",,2785.0
1115,115,Financials,USDJPY-23FEB1618,True,USDJPY,2023-02-16T23:00:00Z,,"Feb 16, 2023 at 6pm EST","What will the Yen/USD exchange rate be on Feb 16, 2023 at 6pm EST?",,2772.0
1116,2,Economics,CPICOREYOY-23SEP,False,CPICOREYOY,,September 2023,September 2023,What will the rate of core CPI inflation be for the twelve months ending Sep 2023?,,2760.0
1117,117,Financials,EURUSD-23FEB1510,True,EURUSD,2023-02-15T15:00:00Z,,"Feb 15, 2023 at 10am EST","What will the Euro/USD exchange rate be on Feb 15, 2023 at 10am EST?",,2719.0
1118,138,Financials,USDJPY-23JAN3110,True,USDJPY,2023-01-31T15:00:00Z,,"Jan 31, 2023 at 10am EST","What will the Yen/USD exchange rate be on Jan 31, 2023 at 10am EST?",,2682.0
1119,85,Economics,GAS-21SEP13,False,GAS,,,"On Sep 13, 2022",Will average gas prices be over $3.13?,,2671.0
1120,274,Financials,USDJPY-22OCT0710,True,USDJPY,,,"Oct 7, 2022 at 10am EDT","What will the Yen/USD exchange rate be on Oct 7, 2022 at 10am EDT?",,2648.0
1121,91,Financials,USDJPY-23MAR0810,True,USDJPY,2023-03-08T15:00:00Z,,"Mar 8, 2023 at 10am EST","What will the USD/JPY exchange rate be on Mar 8, 2023 at 10am EST?",,2644.0
1122,21,Financials,USDJPY-23MAY0410,True,USDJPY,2023-05-04T14:00:00Z,,"May 4, 2023 at 10am EDT","What will the USD/JPY exchange rate be on May 4, 2023 at 10am EDT?",,2637.0
1123,6,Financials,TNOTEW-23APR14,True,TNOTEW,2023-04-14T19:25:00Z,,"On Apr 14, 2023","What will the **ten-year Treasury note** rate be on Apr 14, 2023?",,2592.0
1124,1,Economics,CPICOREYOY-23OCT,False,CPICOREYOY,,October 2023,October 2023,What will the rate of core CPI inflation be for the twelve months ending Oct 2023?,,2580.0
1125,201,Financials,EURUSD-22DEC0910,True,EURUSD,,,"Dec 9, 2022 at 10am EST","What will the Euro/USD exchange rate be on Dec 9, 2022 at 10am EST?",,2472.0
1126,155,Financials,USDJPY-23JAN1718,True,USDJPY,2023-01-17T23:00:00Z,,"Jan 17, 2023 at 6pm EST","What will the Yen/USD exchange rate be on Jan 17, 2023 at 6pm EST?",,2466.0
1127,282,Financials,EURUSD-22SEP2818,True,EURUSD,,,"Sep 28, 2022 at 6pm EDT","What will the Euro/USD exchange rate be on Sep 28, 2022 at 6pm EDT?",,2460.0
1128,137,Financials,EURUSD-23JAN3110,True,EURUSD,2023-01-31T15:00:00Z,,"Jan 31, 2023 at 10am EST","What will the Euro/USD exchange rate be on Jan 31, 2023 at 10am EST?",,2439.0
1129,35,Financials,EURUSD-23APR2418,True,EURUSD,2023-04-24T22:00:00Z,,"Apr 24, 2023 at 6pm EDT","What will the Euro/USD exchange rate be on Apr 24, 2023 at 6pm EDT?",,2425.0
1130,105,Financials,EURUSD-23FEB2318,True,EURUSD,2023-02-23T23:00:00Z,,"Feb 23, 2023 at 6pm EST","What will the Euro/USD exchange rate be on Feb 23, 2023 at 6pm EST?",,2413.0
1131,104,Financials,USDJPY-23FEB2710,True,USDJPY,2023-02-27T15:00:00Z,,"Feb 27, 2023 at 10am EST","What will the Yen/USD exchange rate be on Feb 27, 2023 at 10am EST?",,2408.0
1132,200,Financials,EURUSD-22DEC1210,True,EURUSD,,,"Dec 12, 2022 at 10am EST","What will the Euro/USD exchange rate be on Dec 12, 2022 at 10am EST?",,2382.0
1133,203,Financials,USDJPY-22DEC0910,True,USDJPY,,,"Dec 9, 2022 at 10am EST","What will the Yen/USD exchange rate be on Dec 9, 2022 at 10am EST?",,2355.0
1134,103,Financials,USDJPY-23FEB2718,True,USDJPY,2023-02-27T23:00:00Z,,"Feb 27, 2023 at 6pm EST","What will the Yen/USD exchange rate be on Feb 27, 2023 at 6pm EST?",,2325.0
1135,53,Financials,TNOTED-23FEB17,True,TNOTED,2023-02-17T20:25:00Z,,"On Feb 17, 2023","What will the **ten-year Treasury note** rate be on Feb 17, 2023?",,2296.0
1136,48,Financials,EURUSD-23APR1218,True,EURUSD,2023-04-12T22:00:00Z,,"Apr 12, 2023 at 6pm EDT","What will the Euro/USD exchange rate be on Apr 12, 2023 at 6pm EDT?",,2279.0
1137,80,Economics,GAS-21OCT18,False,GAS,,,"On Oct 18, 2022",Will average gas prices be higher this week than last week?,,2192.0
1138,171,Financials,USDJPY-23JAN0418,True,USDJPY,2023-01-04T23:00:00Z,,"Jan 4, 2023 at 6pm EST","What will the Yen/USD exchange rate be on Jan 4, 2023 at 6pm EST?",,2169.0
1139,10,Financials,USDJPY-23MAY1210,True,USDJPY,2023-05-12T14:00:00Z,,"May 12, 2023 at 10am EDT","What will the USD/JPY exchange rate be on May 12, 2023 at 10am EDT?",,2160.0
1140,5,Economics,U3-23JUN,False,U3,,June 2023,Jun 2023,What will the unemployment rate be in June?,,2155.0
1141,203,Financials,EURUSD-22DEC0810,True,EURUSD,,,"Dec 8, 2022 at 10am EST","What will the Euro/USD exchange rate be on Dec 8, 2022 at 10am EST?",,2142.0
1142,3,Financials,GBP-22AUG05,False,GBP,,,"On August 05, 2022","What will the GBP/USD exchange rate be on August 05, 2022?",,2116.0
1143,153,Financials,EURUSD-23JAN1810,True,EURUSD,2023-01-18T15:00:00Z,,"Jan 18, 2023 at 10am EST","What will the Euro/USD exchange rate be on Jan 18, 2023 at 10am EST?",,2098.0
1144,272,Financials,USDJPY-22OCT1110,True,USDJPY,,,"Oct 11, 2022 at 10am EDT","What will the Yen/USD exchange rate be on Oct 11, 2022 at 10am EDT?",,2097.0
1145,44,Financials,EURUSD-23APR1718,True,EURUSD,2023-04-17T22:00:00Z,,"Apr 17, 2023 at 6pm EDT","What will the Euro/USD exchange rate be on Apr 17, 2023 at 6pm EDT?",,2046.0
1146,198,Financials,EURUSD-22DEC1310,True,EURUSD,,,"Dec 13, 2022 at 10am EST","What will the Euro/USD exchange rate be on Dec 13, 2022 at 10am EST?",,2022.0
1147,216,Financials,USDJPY-22NOV3010,True,USDJPY,,,"Nov 30, 2022 at 10am EST","What will the Yen/USD exchange rate be on Nov 30, 2022 at 10am EST?",,2022.0
1148,9,Financials,TNOTED-23MAY04,True,TNOTED,2023-05-04T19:25:00Z,,"On May 4, 2023","What will the **ten-year Treasury note** rate be on May 4, 2023?",,2018.0
1149,41,Financials,USDJPY-23APR1910,True,USDJPY,2023-04-19T14:00:00Z,,"Apr 19, 2023 at 10am EDT","What will the USD/JPY exchange rate be on Apr 19, 2023 at 10am EDT?",,1996.0
1150,219,Financials,EURUSD-22NOV2318,True,EURUSD,,,"Nov 23, 2022 at 6pm EST","What will the Euro/USD exchange rate be on Nov 23, 2022 at 6pm EST?",,1983.0
1151,26,Financials,EURUSD-23MAY0118,True,EURUSD,2023-05-01T22:00:00Z,,"May 1, 2023 at 6pm EDT","What will the Euro/USD exchange rate be on May 1, 2023 at 6pm EDT?",,1979.0
1152,17,Economics,GAS-23JAN23,False,GAS,,2023-01-23T15:00:00.000Z,"On Jan 23, 2023","What will the **price of gas** be on January 23, 2023?",,1956.0
1153,144,Financials,USDJPY-23JAN2518,True,USDJPY,2023-01-25T23:00:00Z,,"Jan 25, 2023 at 6pm EST","What will the Yen/USD exchange rate be on Jan 25, 2023 at 6pm EST?",,1942.0
1154,255,Financials,USDJPY-22OCT2610,True,USDJPY,,,"Oct 26, 2022 at 10am EDT","What will the Yen/USD exchange rate be on Oct 26, 2022 at 10am EDT?",,1879.0
1155,6,Financials,GOLD-22SEP2816,True,GOLD,,,"4 PM EDT on Sep 28, 2022 at 4pm EDT","What will the price of gold be on September 28, 2022 at 4 PM?",,1780.0
1156,158,Financials,EURUSD-23JAN1310,True,EURUSD,2023-01-13T15:00:00Z,,"Jan 13, 2023 at 10am EST","What will the Euro/USD exchange rate be on Jan 13, 2023 at 10am EST?",,1726.0
1157,224,Financials,EURUSD-22NOV1810,True,EURUSD,,,"Nov 18, 2022 at 10am EST","What will the Euro/USD exchange rate be on Nov 18, 2022 at 10am EST?",,1713.0
1158,210,Financials,EURUSD-22DEC0210,True,EURUSD,,,"Dec 2, 2022 at 10am EST","What will the Euro/USD exchange rate be on Dec 2, 2022 at 10am EST?",,1712.0
1159,24,Financials,EURUSD-23MAY0218,True,EURUSD,2023-05-02T22:00:00Z,,"May 2, 2023 at 6pm EDT","What will the Euro/USD exchange rate be on May 2, 2023 at 6pm EDT?",,1703.0
1160,240,Financials,USDJPY-22NOV0810,True,USDJPY,,,"Nov 8, 2022 at 10am EST","What will the Yen/USD exchange rate be on Nov 8, 2022 at 10am EST?",,1700.0
1161,276,Financials,USDJPY-22OCT0610,True,USDJPY,,,"Oct 6, 2022 at 10am EDT","What will the Yen/USD exchange rate be on Oct 6, 2022 at 10am EDT?",,1694.0
1162,200,Financials,USDJPY-22DEC1310,True,USDJPY,,,"Dec 13, 2022 at 10am EST","What will the Yen/USD exchange rate be on Dec 13, 2022 at 10am EST?",,1690.0
1163,262,Financials,USDJPY-22OCT1910,True,USDJPY,,,"Oct 19, 2022 at 10am EDT","What will the Yen/USD exchange rate be on Oct 19, 2022 at 10am EDT?",,1652.0
1164,238,Financials,EURUSD-22NOV0810,True,EURUSD,,,"Nov 8, 2022 at 10am EST","What will the Euro/USD exchange rate be on Nov 8, 2022 at 10am EST?",,1632.0
1165,150,Financials,EURUSD-23JAN1918,True,EURUSD,2023-01-19T23:00:00Z,,"Jan 19, 2023 at 6pm EST","What will the Euro/USD exchange rate be on Jan 19, 2023 at 6pm EST?",,1631.0
1166,79,Economics,GAS-21OCT25,False,GAS,,,"On Oct 25, 2022",Will average gas prices be higher this week than last week?,,1630.0
1167,234,Financials,EURUSD-22NOV1010,True,EURUSD,,,"Nov 10, 2022 at 10am EST","What will the Euro/USD exchange rate be on Nov 10, 2022 at 10am EST?",,1619.0
1168,262,Financials,EURUSD-22OCT1810,True,EURUSD,,,"Oct 18, 2022 at 10am EDT","What will the Euro/USD exchange rate be on Oct 18, 2022 at 10am EDT?",,1610.0
1169,256,Financials,EURUSD-22OCT2110,True,EURUSD,,,"Oct 21, 2022 at 10am EDT","What will the Euro/USD exchange rate be on Oct 21, 2022 at 10am EDT?",,1598.0
1170,141,Financials,USDJPY-23JAN2710,True,USDJPY,2023-01-27T15:00:00Z,,"Jan 27, 2023 at 10am EST","What will the Yen/USD exchange rate be on Jan 27, 2023 at 10am EST?",,1590.0
1171,251,Financials,USDJPY-22OCT2810,True,USDJPY,,,"Oct 28, 2022 at 10am EDT","What will the Yen/USD exchange rate be on Oct 28, 2022 at 10am EDT?",,1503.0
1172,1,Financials,GBP-22AUG10,False,GBP,,,"On August 10, 2022","What will the GBP/USD exchange rate be on August 10, 2022?",,1488.0
1173,16,Financials,USDJPY-23MAY0910,True,USDJPY,2023-05-09T14:00:00Z,,"May 9, 2023 at 10am EDT","What will the USD/JPY exchange rate be on May 9, 2023 at 10am EDT?",,1479.0
1174,61,Financials,EURUSD-23APR0318,True,EURUSD,2023-04-03T22:00:00Z,,"Apr 3, 2023 at 6pm EDT","What will the Euro/USD exchange rate be on Apr 3, 2023 at 6pm EDT?",,1433.0
1175,246,Financials,USDJPY-22NOV0210,True,USDJPY,,,"Nov 2, 2022 at 10am EDT","What will the Yen/USD exchange rate be on Nov 2, 2022 at 10am EDT?",,1427.0
1176,238,Financials,USDJPY-22NOV0910,True,USDJPY,,,"Nov 9, 2022 at 10am EST","What will the Yen/USD exchange rate be on Nov 9, 2022 at 10am EST?",,1353.0
1177,183,Financials,EURUSD-22DEC2310,True,EURUSD,2022-12-23T15:00:00Z,,"Dec 23, 2022 at 10am EST","What will the Euro/USD exchange rate be on Dec 23, 2022 at 10am EST?",,1345.0
1178,189,Financials,EURUSD-22DEC2010,True,EURUSD,,,"Dec 20, 2022 at 10am EST","What will the Euro/USD exchange rate be on Dec 20, 2022 at 10am EST?",,1332.0
1179,133,Financials,EURUSD-23FEB0210,True,EURUSD,2023-02-02T15:00:00Z,,"Feb 2, 2023 at 10am EST","What will the Euro/USD exchange rate be on Feb 2, 2023 at 10am EST?",,1324.0
1180,260,Financials,USDJPY-22OCT2010,True,USDJPY,,,"Oct 20, 2022 at 10am EDT","What will the Yen/USD exchange rate be on Oct 20, 2022 at 10am EDT?",,1307.0
1181,4,Economics,CPICORE-23JUL,False,CPICORE,,July 2023,Jul 2023,What will core CPI inflation be in July?,,1276.0
1182,11,Financials,EURUSD-23MAY1118,True,EURUSD,2023-05-11T22:00:00Z,,"May 11, 2023 at 6pm EDT","What will the Euro/USD exchange rate be on May 11, 2023 at 6pm EDT?",,1243.0
1183,258,Financials,USDJPY-22OCT2110,True,USDJPY,,,"Oct 21, 2022 at 10am EDT","What will the Yen/USD exchange rate be on Oct 21, 2022 at 10am EDT?",,1242.0
1184,264,Financials,EURUSD-22OCT1410,True,EURUSD,,,"Oct 14, 2022 at 10am EDT","What will the Euro/USD exchange rate be on Oct 14, 2022 at 10am EDT?",,1216.0
1185,0,Financials,USDJPYMIN-23DEC29,False,USDJPYMIN,2023-12-29T15:00:00Z,,"By Dec 29, 2023","What will the minimum USD/JPY exchange rate be by Dec 29, 2023?",,1209.0
1186,29,Financials,EURUSD-23APR2718,True,EURUSD,2023-04-27T22:00:00Z,,"Apr 27, 2023 at 6pm EDT","What will the Euro/USD exchange rate be on Apr 27, 2023 at 6pm EDT?",,1201.0
1187,1,Economics,CPIYOY-23OCT,False,CPIYOY,,,October 2023,What will the rate of CPI inflation be for the twelve months ending Oct 2023?,,1200.0
1188,6,Financials,EURUSDH-23MAY1215,False,EURUSDH,2023-05-12T19:00:00Z,,"May 12, 2023 at 3pm EDT","What will the Euro/USD exchange rate be on May 12, 2023 at 3pm EDT?",,1188.0
1189,31,Financials,EURUSD-23APR2618,True,EURUSD,2023-04-26T22:00:00Z,,"Apr 26, 2023 at 6pm EDT","What will the Euro/USD exchange rate be on Apr 26, 2023 at 6pm EDT?",,1186.0
1190,46,Financials,EURUSD-23APR1318,True,EURUSD,2023-04-13T22:00:00Z,,"Apr 13, 2023 at 6pm EDT","What will the Euro/USD exchange rate be on Apr 13, 2023 at 6pm EDT?",,1183.0
1191,327,Financials,USDJPY-22AUG23-10,True,USDJPY,,,"10 AM EDT on August 23, 2022","What will the Yen/USD exchange rate be on August 23, 2022 at 10 AM?",,1175.0
1192,35,Financials,USDJPY-23APR2418,True,USDJPY,2023-04-24T22:00:00Z,,"Apr 24, 2023 at 6pm EDT","What will the USD/JPY exchange rate be on Apr 24, 2023 at 6pm EDT?",,1171.0
1193,110,Financials,EURUSD-23FEB2110,True,EURUSD,2023-02-21T15:00:00Z,,"Feb 21, 2023 at 10am EST","What will the Euro/USD exchange rate be on Feb 21, 2023 at 10am EST?",,1139.0
1194,196,Financials,EURUSD-22DEC1410,True,EURUSD,,,"Dec 14, 2022 at 10am EST","What will the Euro/USD exchange rate be on Dec 14, 2022 at 10am EST?",,1113.0
1195,152,Financials,EURUSD-23JAN1818,True,EURUSD,2023-01-18T23:00:00Z,,"Jan 18, 2023 at 6pm EST","What will the Euro/USD exchange rate be on Jan 18, 2023 at 6pm EST?",,1073.0
1196,81,Economics,GAS-21OCT12,False,GAS,,,"On Oct 11, 2022",Will average gas prices be higher this week than last week?,,1061.0
1197,100,Financials,USDJPY-23MAR0110,True,USDJPY,2023-03-01T15:00:00Z,,"Mar 1, 2023 at 10am EST","What will the USD/JPY exchange rate be on Mar 1, 2023 at 10am EST?",,1046.0
1198,9,Financials,GOLD-22SEP2316,True,GOLD,,,"4 PM EDT on September 23, 2022","What will the price of gold be on September 23, 2022 at 4 PM?",,1038.0
1199,189,Financials,USDJPY-22DEC2110,True,USDJPY,,,"Dec 21, 2022 at 10am EST","What will the Yen/USD exchange rate be on Dec 21, 2022 at 10am EST?",,1011.0
1200,118,Financials,USDJPY-23FEB1510,True,USDJPY,2023-02-15T15:00:00Z,,"Feb 15, 2023 at 10am EST","What will the Yen/USD exchange rate be on Feb 15, 2023 at 10am EST?",,1006.0
1201,157,Financials,USDJPY-23JAN1618,True,USDJPY,2023-01-16T23:00:00Z,,"Jan 16, 2023 at 6pm EST","What will the Yen/USD exchange rate be on Jan 16, 2023 at 6pm EST?",,1002.0
1202,140,Financials,EURUSD-23JAN2710,True,EURUSD,2023-01-27T15:00:00Z,,"Jan 27, 2023 at 10am EST","What will the Euro/USD exchange rate be on Jan 27, 2023 at 10am EST?",,997.0
1203,191,Financials,USDJPY-22DEC2010,True,USDJPY,,,"Dec 20, 2022 at 10am EST","What will the Yen/USD exchange rate be on Dec 20, 2022 at 10am EST?",,984.0
1204,185,Financials,USDJPY-22DEC2310,True,USDJPY,,,"Dec 23, 2022 at 10am EST","What will the Yen/USD exchange rate be on Dec 23, 2022 at 10am EST?",,974.0
1205,17,Financials,EURUSD-23MAY0818,True,EURUSD,2023-05-08T22:00:00Z,,"May 8, 2023 at 6pm EDT","What will the Euro/USD exchange rate be on May 8, 2023 at 6pm EDT?",,973.0
1206,194,Financials,EURUSD-22DEC1510,True,EURUSD,,,"Dec 15, 2022 at 10am EST","What will the Euro/USD exchange rate be on Dec 15, 2022 at 10am EST?",,951.0
1207,5,Economics,CPICORE-23JUN,False,CPICORE,,June 2023,Jun 2023,What will core CPI inflation be in June?,,951.0
1208,28,Financials,USDJPY-23APR2810,True,USDJPY,2023-04-28T14:00:00Z,,"Apr 28, 2023 at 10am EDT","What will the USD/JPY exchange rate be on Apr 28, 2023 at 10am EDT?",,941.0
1209,248,Financials,USDJPY-22NOV0110,True,USDJPY,,,"Nov 1, 2022 at 10am EDT","What will the Yen/USD exchange rate be on Nov 1, 2022 at 10am EDT?",,921.0
1210,3,Financials,GOLD-22OCT0316,True,GOLD,,,"4 PM EDT on Oct 3, 2022 at 4pm EDT","What will the price of gold be on October 03, 2022 at 4 PM?",,914.0
1211,89,Financials,EURUSD-23MAR0818,True,EURUSD,2023-03-08T23:00:00Z,,"Mar 8, 2023 at 6pm EST","What will the Euro/USD exchange rate be on Mar 8, 2023 at 6pm EST?",,894.0
1212,147,Financials,WTI-22SEP09,True,WTI,,,"On September 09, 2022","What will the West Texas Intermediate oil front-month settle price be for September 09, 2022?",,893.0
1213,236,Financials,EURUSD-22NOV0910,True,EURUSD,,,"Nov 9, 2022 at 10am EST","What will the Euro/USD exchange rate be on Nov 9, 2022 at 10am EST?",,857.0
1214,56,Financials,USDJPY-23APR0618,True,USDJPY,2023-04-06T22:00:00Z,,"Apr 6, 2023 at 6pm EDT","What will the USD/JPY exchange rate be on Apr 6, 2023 at 6pm EDT?",,856.0
1215,4,Economics,U3-23JUL,False,U3,,July 2023,Jul 2023,What will the unemployment rate be in July?,,849.0
1216,38,Financials,EURUSD-23APR2018,True,EURUSD,2023-04-20T22:00:00Z,,"Apr 20, 2023 at 6pm EDT","What will the Euro/USD exchange rate be on Apr 20, 2023 at 6pm EDT?",,842.0
1217,68,Financials,EURUSD-23MAR2818,True,EURUSD,2023-03-28T22:00:00Z,,"Mar 28, 2023 at 6pm EDT","What will the Euro/USD exchange rate be on Mar 28, 2023 at 6pm EDT?",,800.0
1218,187,Financials,EURUSD-22DEC2110,True,EURUSD,2022-12-21T15:00:00Z,,"Dec 21, 2022 at 10am EST","What will the Euro/USD exchange rate be on Dec 21, 2022 at 10am EST?",,771.0
1219,37,Financials,TNOTED-23MAR15,True,TNOTED,2023-03-15T19:25:00Z,,"On Mar 15, 2023","What will the **ten-year Treasury note** rate be on Mar 15, 2023?",,770.0
1220,72,Financials,USDJPY-23MAR2710,True,USDJPY,2023-03-27T14:00:00Z,,"Mar 27, 2023 at 10am EDT","What will the USD/JPY exchange rate be on Mar 27, 2023 at 10am EDT?",,768.0
1221,55,Financials,USDJPY-23APR0710,True,USDJPY,2023-04-07T14:00:00Z,,"Apr 7, 2023 at 10am EDT","What will the USD/JPY exchange rate be on Apr 7, 2023 at 10am EDT?",,766.0
1222,39,Financials,TNOTED-23MAR13-B,True,TNOTED,2023-03-13T19:25:00Z,,"On Mar 13, 2023 (lower strikes)","What will the **ten-year Treasury note** rate be on Mar 13, 2023?",,763.0
1223,220,Financials,USDJPY-22NOV2510,True,USDJPY,,,"Nov 25, 2022 at 10am EST","What will the Yen/USD exchange rate be on Nov 25, 2022 at 10am EST?",,760.0
1224,76,Financials,USDJPY-23MAR2210,True,USDJPY,2023-03-22T14:00:00Z,,"Mar 22, 2023 at 10am EDT","What will the USD/JPY exchange rate be on Mar 22, 2023 at 10am EDT?",,760.0
1225,2,Economics,CPIYOY-23SEP,False,CPIYOY,,,September 2023,What will the rate of CPI inflation be for the twelve months ending Sep 2023?,,760.0
1226,77,Financials,EURUSD-23MAR2110,True,EURUSD,2023-03-21T14:00:00Z,,"Mar 21, 2023 at 10am EDT","What will the Euro/USD exchange rate be on Mar 21, 2023 at 10am EDT?",,748.0
1227,212,Financials,USDJPY-22DEC0210,True,USDJPY,,,"Dec 2, 2022 at 10am EST","What will the Yen/USD exchange rate be on Dec 2, 2022 at 10am EST?",,745.0
1228,11,Economics,CPICOREYOY-22DEC,False,CPICOREYOY,,December 2022,December 2022,What will the rate of core CPI inflation be for the twelve months ending Dec 2022?,,736.0
1229,193,Financials,USDJPY-22DEC1910,True,USDJPY,,,"Dec 19, 2022 at 10am EST","What will the Yen/USD exchange rate be on Dec 19, 2022 at 10am EST?",,703.0
1230,125,Financials,EURUSD-23FEB0818,True,EURUSD,2023-02-08T23:00:00Z,,"Feb 8, 2023 at 6pm EST","What will the Euro/USD exchange rate be on Feb 8, 2023 at 6pm EST?",,701.0
1231,209,Financials,USDJPY-22DEC0610,True,USDJPY,,,"Dec 6, 2022 at 10am EST","What will the Yen/USD exchange rate be on Dec 6, 2022 at 10am EST?",,682.0
1232,236,Financials,USDJPY-22NOV1010,True,USDJPY,,,"Nov 10, 2022 at 10am EST","What will the Yen/USD exchange rate be on Nov 10, 2022 at 10am EST?",,671.0
1233,20,Financials,EUROIMF-06JUL22,False,EUROIMF,,,"On July 06, 2022","What will the EUR/USD exchange rate be on July 06, 2022?",,658.0
1234,36,Financials,USDJPY-23APR2410,True,USDJPY,2023-04-24T14:00:00Z,,"Apr 24, 2023 at 10am EDT","What will the USD/JPY exchange rate be on Apr 24, 2023 at 10am EDT?",,638.0
1235,151,Financials,USDJPY-23JAN1918,True,USDJPY,2023-01-19T23:00:00Z,,"Jan 19, 2023 at 6pm EST","What will the Yen/USD exchange rate be on Jan 19, 2023 at 6pm EST?",,634.0
1236,73,Financials,WTI-23JAN17,True,WTI,2023-01-17T19:30:00Z,,"On Jan 17, 2023","What will the West Texas Intermediate oil front-month settle price be for Jan 17, 2023?",,621.0
